日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-06-06,98.56,103.30,104.05,98.08,294757,9260502528.00,6.12,5.87,5.73,2.53
2022-06-07,103.23,102.19,103.85,100.93,200221,6296538112.00,2.83,-1.07,-1.11,1.72
2022-06-08,103.43,106.36,106.58,101.56,290513,9321932800.00,4.91,4.08,4.17,2.49
2022-06-09,108.57,104.70,108.83,104.23,307542,10050640384.00,4.32,-1.56,-1.66,2.64
2022-06-10,104.39,113.49,113.89,104.25,438249,14790622464.00,9.21,8.40,8.79,3.76
2022-06-13,112.56,113.49,116.85,110.76,360681,12573534208.00,5.37,0.00,0.00,3.10
2022-06-14,111.23,111.76,112.16,106.30,404789,13634616576.00,5.16,-1.52,-1.73,3.48
2022-06-15,111.88,108.89,112.64,108.07,303948,10285857792.00,4.09,-2.57,-2.87,2.61
2022-06-16,109.06,109.23,111.46,108.36,190172,6410739456.00,2.85,0.31,0.34,1.63
2022-06-17,107.26,109.89,110.96,106.25,262148,8830738944.00,4.31,0.60,0.66,2.25
2022-06-20,109.92,111.29,113.45,108.90,245416,8405361664.00,4.14,1.27,1.40,2.11
2022-06-21,110.48,110.89,111.16,107.96,197827,6666969600.00,2.88,-0.36,-0.40,1.70
2022-06-22,111.37,110.52,113.10,109.89,186788,6412052224.00,2.89,-0.33,-0.37,1.60
2022-06-23,112.13,115.06,115.24,109.89,323142,11251776000.00,4.84,4.11,4.54,2.77
2022-06-24,114.89,114.24,115.99,112.56,235984,8273168128.00,2.98,-0.71,-0.82,2.03
2022-06-27,114.58,113.79,116.23,113.34,217155,7630684928.00,2.53,-0.39,-0.45,1.86
2022-06-28,112.89,114.86,116.83,111.46,269635,9447959040.00,4.72,0.94,1.07,2.31
2022-06-29,113.89,107.76,113.89,107.72,361146,12246017280.00,5.37,-6.18,-7.10,3.10
2022-06-30,107.56,108.39,110.34,107.23,220145,7372602880.00,2.89,0.58,0.63,1.89
2022-07-01,107.95,106.96,108.23,103.93,234113,7658689280.00,3.97,-1.32,-1.43,2.01
2022-07-04,107.89,109.28,109.96,107.29,209512,7020823808.00,2.50,2.17,2.32,1.80
2022-07-05,109.56,108.52,110.76,107.09,173757,5819208192.00,3.36,-0.70,-0.76,1.49
2022-07-06,108.49,109.26,110.76,107.89,183434,6179119616.00,2.64,0.68,0.74,1.57
2022-07-07,109.79,113.69,114.54,108.35,304649,10511816704.00,5.67,4.05,4.43,2.62
2022-07-08,113.69,109.89,114.52,109.89,190478,6547698944.00,4.07,-3.34,-3.80,1.64
2022-07-11,109.19,105.33,109.19,103.52,254317,8284856832.00,5.16,-4.15,-4.56,2.18
2022-07-12,103.89,100.23,104.23,97.25,450515,13935271930.66,6.63,-4.84,-5.10,3.87
2022-07-13,100.23,100.52,101.84,96.15,341067,10439432846.37,5.68,0.29,0.29,2.93
2022-07-14,100.20,104.89,104.89,99.56,272489,8631732044.24,5.30,4.35,4.37,2.34
2022-07-15,108.89,109.96,113.86,108.23,444508,15284697866.33,5.37,4.83,5.07,3.82
2022-07-18,112.23,109.59,112.56,106.56,238912,8007559906.57,5.46,-0.34,-0.37,2.05
2022-07-19,109.59,107.59,109.59,106.43,158180,5239778187.42,2.88,-1.82,-2.00,1.36
2022-07-20,108.22,107.79,108.51,106.92,103263,3425066981.27,1.48,0.19,0.20,0.89
2022-07-21,106.89,105.39,107.56,104.87,132003,4303073903.06,2.50,-2.23,-2.40,1.13
2022-07-22,105.90,107.10,108.78,105.89,141774,4687025063.19,2.74,1.62,1.71,1.22
2022-07-25,105.89,104.88,106.23,103.89,115017,3705167359.35,2.18,-2.07,-2.22,0.99
2022-07-26,104.72,105.56,106.45,103.89,107656,3493834391.48,2.44,0.65,0.68,0.92
2022-07-27,105.23,105.83,107.16,104.23,91056,2961812248.59,2.78,0.26,0.27,0.78
2022-07-28,106.90,105.70,107.71,105.23,109065,3572559081.57,2.34,-0.12,-0.13,0.94
2022-07-29,104.93,104.05,106.53,103.25,114854,3695131506.07,3.10,-1.56,-1.65,0.99
2022-08-01,103.26,107.44,107.96,102.70,187584,6141512246.28,5.06,3.26,3.39,1.61
2022-08-02,105.56,106.13,107.42,104.36,156643,5110091377.52,2.85,-1.22,-1.31,1.34
2022-08-03,106.16,104.59,108.88,103.56,188723,6197191078.22,5.01,-1.45,-1.54,1.62
2022-08-04,106.60,106.20,107.75,104.63,186637,6098858888.61,2.98,1.54,1.61,1.60
2022-08-05,107.26,105.43,107.89,103.36,157564,5115620394.38,4.27,-0.73,-0.77,1.35
2022-08-08,104.63,104.38,105.56,103.60,129488,4158491944.20,1.86,-1.00,-1.05,1.11
2022-08-09,104.32,103.84,105.20,103.31,116107,3719885520.15,1.81,-0.52,-0.54,1.00
2022-08-10,103.83,100.05,103.83,98.93,258499,7998810820.76,4.72,-3.65,-3.79,2.22
2022-08-11,101.07,102.27,102.56,99.13,165445,5159742999.32,3.43,2.22,2.22,1.42
2022-08-12,102.27,101.24,102.69,100.60,101338,3165436406.24,2.04,-1.01,-1.03,0.87
2022-08-15,101.33,102.33,103.67,101.00,135119,4265356111.56,2.64,1.08,1.09,1.16
2022-08-16,102.53,103.57,104.56,102.43,157243,5029761317.39,2.08,1.21,1.24,1.35
2022-08-17,103.93,106.57,107.13,102.84,210871,6808620193.78,4.14,2.90,3.00,1.81
2022-08-18,106.26,105.94,107.26,105.21,142790,4659424798.77,1.92,-0.59,-0.63,1.23
2022-08-19,105.61,103.73,106.41,102.93,124289,3993178339.90,3.28,-2.09,-2.21,1.07
2022-08-22,102.60,104.96,105.96,101.34,147668,4747212897.21,4.45,1.19,1.23,1.27
2022-08-23,105.26,104.47,105.78,103.59,93000,2989844194.59,2.09,-0.47,-0.49,0.80
2022-08-24,104.49,100.43,104.92,100.36,186783,5854016197.05,4.36,-3.87,-4.04,1.60
2022-08-25,100.45,100.46,100.96,98.15,140221,4308297636.81,2.80,0.03,0.03,1.20
2022-08-26,101.59,102.51,103.24,100.60,122127,3849213721.03,2.63,2.04,2.05,1.05
2022-08-29,101.82,101.78,102.89,101.09,85912,2696123150.78,1.76,-0.71,-0.73,0.74
2022-08-30,102.43,100.88,103.43,100.60,110247,3454778559.87,2.78,-0.88,-0.90,0.95
2022-08-31,94.26,93.26,96.13,91.93,408060,11841919126.44,4.16,-7.55,-7.62,3.50
2022-09-01,92.26,92.83,95.46,91.94,192582,5566420144.72,3.77,-0.46,-0.43,1.65
2022-09-02,93.50,91.26,93.80,89.96,161662,4561284361.67,4.14,-1.69,-1.57,1.39
2022-09-05,86.93,86.85,87.56,84.30,351208,9364600412.10,3.57,-4.83,-4.41,3.02
2022-09-06,86.85,88.24,88.75,86.33,189903,5154529157.93,2.79,1.60,1.39,1.63
2022-09-07,87.93,91.50,92.28,87.46,190873,5345727757.12,5.46,3.69,3.26,1.64
2022-09-08,91.60,90.02,92.26,89.60,116429,3267426058.84,2.91,-1.62,-1.48,1.00
2022-09-09,90.93,90.50,91.09,89.59,76098,2125233636.10,1.67,0.53,0.48,0.65
2022-09-13,91.26,92.20,92.83,90.39,111524,3162351106.79,2.70,1.88,1.70,0.96
2022-09-14,91.26,90.04,91.86,89.35,105151,2935617132.72,2.72,-2.34,-2.16,0.90
2022-09-15,90.60,87.10,90.76,86.23,152395,4126260384.99,5.03,-3.27,-2.94,1.31
2022-09-16,86.60,85.92,87.75,85.38,104476,2797971959.02,2.72,-1.35,-1.18,0.90
2022-09-19,86.60,87.38,88.56,86.16,110950,3006108121.18,2.79,1.70,1.46,0.95
2022-09-20,88.53,88.67,89.76,87.93,111245,3058894058.59,2.09,1.48,1.29,0.96
2022-09-21,87.86,87.26,88.13,86.26,83754,2258898397.52,2.11,-1.59,-1.41,0.72
2022-09-22,86.43,86.78,87.06,84.36,92800,2468839436.32,3.09,-0.55,-0.48,0.80
2022-09-23,86.29,86.06,87.19,85.36,79644,2125444094.97,2.11,-0.83,-0.72,0.68
2022-09-26,86.06,88.25,89.26,85.12,143606,3911414126.97,4.81,2.54,2.19,1.23
2022-09-27,88.25,88.58,88.87,87.28,83096,2262822665.47,1.80,0.37,0.33,0.71
2022-09-28,88.26,85.80,88.26,85.76,85620,2293531516.44,2.82,-3.14,-2.78,0.74
2022-09-29,87.26,85.45,87.86,85.26,88357,2355802795.76,3.03,-0.41,-0.35,0.76
2022-09-30,84.93,81.27,85.11,80.26,214036,5421385039.32,5.68,-4.89,-4.18,1.84
2022-10-10,81.35,81.00,82.73,80.41,117479,2967008053.90,2.85,-0.33,-0.27,1.01
2022-10-11,81.26,82.27,83.06,80.37,132820,3370369988.09,3.32,1.57,1.27,1.14
2022-10-12,81.93,84.71,85.01,80.58,144871,3708582158.11,5.38,2.97,2.44,1.24
2022-10-13,83.93,83.32,84.93,83.29,96187,2497932932.31,1.94,-1.64,-1.39,0.83
2022-10-14,84.62,85.44,86.96,83.91,145695,3854443048.81,3.66,2.54,2.12,1.25
2022-10-17,84.93,84.15,84.93,82.83,109678,2842978644.52,2.46,-1.51,-1.29,0.94
2022-10-18,90.26,88.49,90.26,88.10,244142,6717206760.96,2.57,5.16,4.34,2.10
2022-10-19,88.49,86.43,89.41,86.22,134004,3642369173.85,3.60,-2.33,-2.06,1.15
2022-10-20,85.26,85.10,85.79,83.06,128417,3355270263.24,3.16,-1.54,-1.33,1.10
2022-10-21,85.10,86.03,87.56,84.60,104786,2794657481.96,3.48,1.09,0.93,0.90
2022-10-24,85.56,82.45,86.03,81.79,167413,4324097663.28,4.93,-4.16,-3.58,1.44
2022-10-25,81.60,83.23,84.13,80.61,113243,2897739554.19,4.27,0.95,0.78,0.97
2022-10-26,83.93,83.22,85.28,82.36,126415,3279130695.61,3.51,-0.01,-0.01,1.09
2022-10-27,83.59,82.26,84.17,82.26,97766,2516238985.32,2.30,-1.15,-0.96,0.84
2022-10-28,81.60,77.23,81.60,75.87,263164,6372054067.38,6.97,-6.11,-5.03,2.26
2022-10-31,76.43,79.49,80.93,76.30,187942,4625511532.23,6.00,2.93,2.26,1.61
2022-11-01,79.63,84.54,84.66,79.60,219283,5620272304.03,6.37,6.35,5.05,1.88
2022-11-02,84.26,86.45,87.80,83.38,187319,4980989814.63,5.23,2.26,1.91,1.61
2022-11-03,85.60,86.59,87.85,85.30,102384,2747240766.43,2.95,0.16,0.14,0.88
2022-11-04,86.92,90.66,91.60,86.60,224887,6270505264.36,5.77,4.70,4.07,1.93
2022-11-07,88.93,90.22,91.27,88.26,135842,3781158419.50,3.32,-0.49,-0.44,1.17
2022-11-08,90.41,89.40,91.46,88.43,105634,2925766812.00,3.36,-0.91,-0.82,0.91
2022-11-09,89.98,87.14,90.22,86.81,111946,3038705770.15,3.81,-2.53,-2.26,0.96
2022-11-10,85.47,84.02,85.59,82.53,155497,4039239830.46,3.51,-3.58,-3.12,1.34
2022-11-11,87.43,86.86,88.25,85.65,166100,4467701122.29,3.09,3.38,2.84,1.43
2022-11-14,87.01,85.19,88.11,84.85,115237,3071390410.29,3.75,-1.92,-1.67,0.99
2022-11-15,85.26,86.26,86.70,83.96,112848,2985500713.78,3.22,1.26,1.07,0.97
2022-11-16,85.86,84.29,86.13,83.96,103549,2719934793.35,2.52,-2.28,-1.97,0.89
2022-11-17,83.90,82.93,83.90,81.79,111261,2842104512.80,2.50,-1.61,-1.36,0.96
2022-11-18,83.19,82.16,83.78,81.76,101184,2595461705.13,2.44,-0.93,-0.77,0.87
2022-11-21,81.54,82.00,82.13,80.10,82515,2082807824.60,2.47,-0.19,-0.16,0.71
2022-11-22,82.26,80.76,82.35,80.60,80146,2013576333.06,2.13,-1.51,-1.24,0.69
2022-11-23,80.76,81.10,81.10,79.66,88469,2209509305.64,1.78,0.42,0.34,0.76
2022-11-24,81.71,80.39,82.26,80.02,85314,2137710347.92,2.76,-0.88,-0.71,0.73
2022-11-25,80.26,78.95,80.26,78.93,87822,2160628974.42,1.65,-1.79,-1.44,0.75
2022-11-28,77.26,78.97,78.97,76.34,99109,2387430972.84,3.33,0.03,0.02,0.85
2022-11-29,79.36,80.03,80.49,78.26,123581,3051509362.17,2.82,1.34,1.06,1.06
2022-11-30,80.05,83.77,83.93,79.42,212873,5434244562.94,5.64,4.67,3.74,1.83
2022-12-01,86.60,86.15,87.58,85.57,257986,6927128718.24,2.40,2.84,2.38,2.21
2022-12-02,85.57,84.62,86.45,84.09,116075,3062453851.98,2.74,-1.78,-1.53,1.00
2022-12-05,85.91,85.05,86.46,84.56,105233,2776465998.91,2.25,0.51,0.43,0.90
2022-12-06,84.11,86.46,87.81,83.93,123007,3283672654.46,4.56,1.66,1.41,1.06
2022-12-07,86.48,88.51,90.02,86.48,192666,5284876702.79,4.09,2.37,2.05,1.65
2022-12-08,88.51,88.69,88.93,87.55,94581,2587392485.85,1.56,0.20,0.18,0.81
2022-12-09,89.09,88.83,89.83,87.75,100992,2768392889.38,2.35,0.16,0.14,0.87
2022-12-12,87.92,87.22,88.42,86.60,80128,2168695196.08,2.05,-1.81,-1.61,0.69
2022-12-13,87.93,87.20,88.93,87.10,61384,1667300817.76,2.10,-0.02,-0.02,0.53
2022-12-14,87.07,86.06,87.08,85.13,94365,2507895816.83,2.24,-1.31,-1.14,0.81
2022-12-15,86.04,87.75,88.02,85.10,97123,2610706543.72,3.39,1.96,1.69,0.83
2022-12-16,87.29,87.43,87.72,86.45,56197,1512400641.37,1.45,-0.36,-0.32,0.48
2022-12-19,86.93,86.10,88.93,85.80,84039,2264390154.86,3.58,-1.52,-1.33,0.72
2022-12-20,85.90,84.46,85.90,83.49,84908,2218820934.70,2.80,-1.90,-1.64,0.73
2022-12-21,84.46,84.20,84.88,83.80,41966,1095313221.68,1.28,-0.31,-0.26,0.36
2022-12-22,84.93,83.66,85.10,83.43,59210,1543323319.10,1.98,-0.64,-0.54,0.51
2022-12-23,82.63,81.32,82.73,80.76,90819,2294101017.91,2.35,-2.80,-2.34,0.78
2022-12-26,81.33,84.74,85.10,81.33,93548,2430254724.83,4.64,4.21,3.42,0.80
2022-12-27,85.08,84.64,85.26,83.86,55537,1453871979.26,1.65,-0.12,-0.10,0.48
2022-12-28,83.10,82.14,83.66,81.60,102564,2612261022.46,2.43,-2.95,-2.50,0.88
2022-12-29,81.93,82.18,83.55,81.31,72256,1841122253.64,2.73,0.05,0.04,0.62
2022-12-30,83.43,82.92,84.05,82.77,74890,1931977379.46,1.56,0.90,0.74,0.64
2023-01-03,82.73,84.09,84.57,80.60,121374,3108609040.59,4.79,1.41,1.17,1.04
2023-01-04,83.93,83.63,84.09,82.76,72675,1881537611.89,1.58,-0.55,-0.46,0.62
2023-01-05,84.77,85.62,86.46,84.28,118936,3143084205.35,2.61,2.38,1.99,1.02
2023-01-06,86.57,86.00,87.66,85.63,138855,3726792588.77,2.37,0.44,0.38,1.19
2023-01-09,86.60,85.06,86.60,84.69,114169,3020383479.88,2.22,-1.09,-0.94,0.98
2023-01-10,84.61,86.13,87.12,83.03,173513,4568518534.90,4.81,1.26,1.07,1.49
2023-01-11,85.56,86.93,87.60,84.40,128364,3429408754.48,3.72,0.93,0.80,1.10
2023-01-12,87.77,89.70,92.08,87.50,223479,6213489747.34,5.27,3.19,2.77,1.92
2023-01-13,89.73,90.12,90.57,88.93,128411,3556565563.29,1.83,0.47,0.42,1.10
2023-01-16,90.12,88.53,90.19,87.93,165000,4536354778.25,2.51,-1.76,-1.59,1.42
2023-01-17,88.53,87.26,88.76,86.91,111666,3020383061.27,2.09,-1.43,-1.27,0.96
2023-01-18,87.21,86.93,88.10,86.09,86108,2315435132.64,2.30,-0.38,-0.33,0.74
2023-01-19,86.56,87.43,87.55,86.10,81239,2185520061.14,1.67,0.58,0.50,0.70
2023-01-20,87.60,87.29,87.89,86.27,104649,2819530181.01,1.85,-0.16,-0.14,0.90
2023-01-30,92.26,91.26,93.26,90.93,281854,8014418507.92,2.67,4.55,3.97,2.42
2023-01-31,92.26,92.53,93.53,90.73,187110,5339962478.48,3.07,1.39,1.27,1.61
2023-02-01,93.26,98.71,98.71,92.64,272987,8144001077.42,6.56,6.68,6.18,2.34
2023-02-02,99.22,98.14,99.31,97.25,148030,4485489933.08,2.09,-0.58,-0.57,1.27
2023-02-03,97.25,95.60,97.25,94.86,152948,4517779880.13,2.44,-2.59,-2.54,1.31
2023-02-06,94.49,93.92,94.49,93.13,100447,2906251550.27,1.42,-1.76,-1.68,0.86
2023-02-07,94.59,93.60,94.76,93.13,76835,2223584357.90,1.74,-0.34,-0.32,0.66
2023-02-08,93.60,92.48,93.60,91.53,92901,2653105085.39,2.21,-1.20,-1.12,0.80
2023-02-09,91.93,93.37,93.54,91.36,90649,2602093563.52,2.36,0.96,0.89,0.78
2023-02-10,92.56,91.22,92.56,90.60,129708,3659502383.76,2.10,-2.30,-2.15,1.11
2023-02-13,90.27,91.37,91.69,89.62,93461,2628940179.13,2.27,0.16,0.15,0.80
2023-02-14,91.93,91.25,92.10,90.30,73644,2068766543.49,1.97,-0.13,-0.12,0.63
2023-02-15,91.60,90.26,91.90,90.12,90832,2549250813.75,1.95,-1.08,-0.99,0.78
2023-02-16,90.60,89.60,91.19,88.88,103348,2883947589.31,2.56,-0.73,-0.66,0.89
2023-02-17,89.43,87.82,89.96,87.69,100997,2764372531.12,2.53,-1.99,-1.78,0.87
2023-02-20,87.79,88.20,88.36,86.26,130701,3524868434.68,2.39,0.43,0.38,1.12
2023-02-21,87.93,88.85,89.45,87.36,113690,3115649014.03,2.37,0.74,0.65,0.98
2023-02-22,87.90,87.40,88.14,86.90,85088,2301668445.48,1.40,-1.63,-1.45,0.73
2023-02-23,87.23,87.41,87.82,86.76,100358,2705234150.25,1.21,0.01,0.01,0.86
2023-02-24,86.94,86.46,87.22,86.26,66868,1790064871.94,1.10,-1.09,-0.95,0.57
2023-02-27,85.60,83.87,85.89,83.26,169704,4428436083.08,3.04,-3.00,-2.59,1.46
2023-02-28,84.26,84.20,84.60,83.12,120330,3122819223.88,1.76,0.39,0.33,1.03
2023-03-01,84.18,85.76,86.11,83.18,143658,3781045100.69,3.48,1.85,1.56,1.23
2023-03-02,85.97,85.17,86.64,84.60,114905,3043464760.13,2.38,-0.69,-0.59,0.99
2023-03-03,85.59,85.19,85.67,84.62,63982,1686348718.11,1.23,0.02,0.02,0.55
2023-03-06,85.26,85.35,85.47,83.26,112124,2932174904.51,2.59,0.19,0.16,0.96
2023-03-07,85.32,84.16,86.26,84.10,105933,2789608646.13,2.53,-1.39,-1.19,0.91
2023-03-08,83.43,82.93,83.86,82.26,120898,3104294281.17,1.90,-1.46,-1.23,1.04
2023-03-09,82.76,82.62,83.87,81.93,96731,2481897868.20,2.34,-0.37,-0.31,0.83
2023-03-10,81.26,78.31,81.60,78.03,283464,6951755744.42,4.32,-5.22,-4.31,2.43
2023-03-13,77.84,77.43,78.25,76.26,167343,4010230472.09,2.54,-1.12,-0.88,1.44
2023-03-14,77.26,77.26,78.10,74.94,198568,4715842057.42,4.08,-0.22,-0.17,1.70
2023-03-15,77.76,76.80,78.09,76.40,120715,2895736124.32,2.19,-0.60,-0.46,1.04
2023-03-16,75.60,75.53,77.14,75.26,118370,2793057410.90,2.45,-1.65,-1.27,1.02
2023-03-17,76.19,76.57,77.59,75.77,135003,3213067915.67,2.41,1.38,1.04,1.16
2023-03-20,76.57,75.79,77.05,75.46,86323,2041533811.33,2.08,-1.02,-0.78,0.74
2023-03-21,76.23,77.10,77.10,75.53,108873,2585297267.87,2.07,1.73,1.31,0.93
2023-03-22,78.00,78.33,79.79,77.96,155339,3800940795.90,2.37,1.60,1.23,1.33
2023-03-23,78.26,79.09,79.10,77.10,97461,2374450292.86,2.55,0.97,0.76,0.84
2023-03-24,79.10,79.27,79.81,78.43,81018,1990565427.15,1.74,0.23,0.18,0.70
2023-03-27,79.26,78.48,79.26,77.36,92495,2246213086.39,2.40,-1.00,-0.79,0.79
2023-03-28,78.76,78.93,79.15,78.06,81845,1998797290.67,1.39,0.57,0.45,0.70
2023-03-29,79.45,79.83,80.68,79.45,144303,3588758349.33,1.56,1.14,0.90,1.24
2023-03-30,80.60,83.00,83.00,80.60,209267,5317797712.17,3.01,3.97,3.17,1.80
2023-03-31,83.59,82.60,84.22,82.26,167008,4304295451.65,2.36,-0.48,-0.40,1.43
2023-04-03,82.60,82.57,83.34,81.35,133691,3412119592.75,2.41,-0.04,-0.03,1.15
2023-04-04,82.53,80.90,82.53,79.93,137744,3448255050.96,3.15,-2.02,-1.67,1.18
2023-04-06,79.93,80.60,80.89,79.16,81942,2036216982.21,2.14,-0.37,-0.30,0.70
2023-04-07,80.61,80.36,81.31,80.04,68723,1718631440.72,1.58,-0.30,-0.24,0.59
2023-04-10,80.36,80.93,81.00,79.26,98058,2436804938.71,2.17,0.71,0.57,0.84
2023-04-11,81.31,80.54,82.09,80.13,87455,2194591845.30,2.42,-0.48,-0.39,0.75
2023-04-12,80.20,78.40,80.20,78.37,112330,2751446164.00,2.27,-2.66,-2.14,0.96
2023-04-13,77.46,78.20,78.26,76.52,80965,1952037226.04,2.22,-0.26,-0.20,0.70
2023-04-14,78.40,79.28,79.75,78.26,105506,2589957802.96,1.91,1.38,1.08,0.91
2023-04-17,78.93,80.41,80.49,78.67,90394,2244153586.58,2.30,1.43,1.13,0.78
2023-04-18,80.73,80.26,81.32,80.08,78432,1961474846.37,1.54,-0.19,-0.15,0.67
2023-04-19,80.26,80.88,81.66,79.29,111927,2793037791.07,2.95,0.77,0.62,0.96
2023-04-20,80.57,78.94,80.57,78.93,100308,2470721410.23,2.03,-2.40,-1.94,0.86
2023-04-21,78.76,78.26,80.25,78.26,104052,2553937672.05,2.52,-0.86,-0.68,0.89
2023-04-24,78.63,81.76,83.46,78.32,267017,6747607047.40,6.57,4.47,3.50,2.29
2023-04-25,80.93,78.70,81.20,78.00,187419,4589549733.20,3.91,-3.74,-3.06,1.61
2023-04-26,78.26,80.93,82.11,77.60,174492,4353221179.83,5.73,2.83,2.23,1.50
2023-04-27,80.60,83.57,83.59,80.45,242464,6228404692.62,3.88,3.26,2.64,2.08
2023-04-28,84.42,82.55,84.92,81.93,191945,4933612984.11,3.58,-1.22,-1.02,1.65
2023-05-04,82.26,81.44,83.13,81.06,118124,3002183826.95,2.51,-1.34,-1.11,1.01
2023-05-05,81.45,80.62,81.86,79.91,102440,2560075787.17,2.39,-1.01,-0.82,0.88
2023-05-08,81.60,81.94,83.63,81.44,121626,3104234523.95,2.72,1.64,1.32,1.04
2023-05-09,80.61,80.63,81.72,80.26,89885,2253697878.87,1.78,-1.60,-1.31,0.77
2023-05-10,80.93,83.86,84.66,80.33,253691,6542224182.82,5.37,4.01,3.23,2.18
2023-05-11,84.19,85.18,87.20,83.49,214237,5669565807.84,4.42,1.57,1.32,1.84
2023-05-12,85.93,83.96,86.68,83.77,104574,2750523183.88,3.42,-1.43,-1.22,0.90
2023-05-15,83.96,85.56,86.11,83.50,136926,3615695775.88,3.11,1.91,1.60,1.18
2023-05-16,85.39,85.64,86.40,85.00,81639,2162966660.80,1.64,0.09,0.08,0.70
2023-05-17,85.59,84.26,85.86,83.60,89556,2336687603.08,2.64,-1.61,-1.38,0.77
2023-05-18,84.70,83.62,85.22,82.78,100697,2610927790.57,2.90,-0.76,-0.64,0.86
2023-05-19,83.32,83.66,84.24,82.70,60106,1557739695.36,1.84,0.05,0.04,0.52
2023-05-22,84.24,85.63,85.93,82.96,120165,3160916356.91,3.55,2.35,1.97,1.03
2023-05-23,85.61,84.91,86.22,84.91,90619,2401159868.83,1.53,-0.84,-0.72,0.78
2023-05-24,84.46,84.57,85.60,83.77,68093,1787131273.37,2.16,-0.40,-0.34,0.58
2023-05-25,84.58,82.46,85.21,82.31,132079,3413072493.97,3.43,-2.49,-2.11,1.13
2023-05-26,81.60,79.59,81.60,78.20,185813,4583193890.32,4.12,-3.48,-2.87,1.60
2023-05-29,80.60,78.91,80.78,77.93,124723,3051361332.85,3.58,-0.85,-0.68,1.07
2023-05-30,79.25,81.33,82.26,79.21,166881,4201064907.25,3.87,3.07,2.42,1.43
2023-05-31,81.33,81.82,82.23,80.48,118381,2995495153.94,2.15,0.60,0.49,1.02
2023-06-01,81.82,82.41,83.22,81.67,86736,2217698925.98,1.89,0.72,0.59,0.74
2023-06-02,83.22,83.62,83.79,82.46,110680,2854069098.12,1.61,1.47,1.21,0.95
2023-06-05,83.60,83.37,83.62,81.15,104795,2682476683.90,2.95,-0.30,-0.25,0.90
2023-06-06,83.25,84.22,85.60,82.66,128981,3371155484.97,3.53,1.02,0.85,1.11
2023-06-07,84.60,82.78,85.08,82.43,100490,2598158541.15,3.15,-1.71,-1.44,0.86
2023-06-08,82.66,82.26,83.54,82.09,64454,1650438581.60,1.75,-0.63,-0.52,0.55
2023-06-09,83.53,83.26,83.63,81.43,107484,2753073834.57,2.67,1.22,1.00,0.92
2023-06-12,82.76,84.10,84.93,82.43,102891,2682484319.81,3.00,1.01,0.84,0.88
2023-06-13,84.10,84.34,84.60,82.97,81511,2117925895.65,1.94,0.29,0.24,0.70
2023-06-14,84.82,84.93,85.73,84.43,125776,3318766725.93,1.54,0.70,0.59,1.08
2023-06-15,85.10,87.89,88.93,85.03,243961,6622887119.05,4.59,3.49,2.96,2.09
2023-06-16,88.55,87.62,89.22,87.26,152297,4146755899.36,2.23,-0.31,-0.27,1.31
2023-06-19,87.62,87.00,88.93,86.56,123565,3342857528.61,2.70,-0.71,-0.62,1.06
2023-06-20,86.93,86.68,87.00,85.56,102366,2734002024.93,1.66,-0.37,-0.32,0.88
2023-06-21,86.27,86.52,88.36,86.01,107812,2906861071.14,2.71,-0.18,-0.16,0.93
2023-06-26,84.74,84.89,86.83,84.70,101512,2681452521.69,2.46,-1.88,-1.63,0.87
2023-06-27,84.60,83.95,85.21,82.96,99029,2570404963.75,2.65,-1.11,-0.94,0.85
2023-06-28,83.93,84.01,84.76,83.30,57270,1489543300.79,1.74,0.07,0.06,0.49
2023-06-29,84.01,82.50,84.19,82.34,83485,2148587117.07,2.20,-1.80,-1.51,0.72
2023-06-30,81.97,83.35,83.93,81.83,75724,1952424866.32,2.55,1.03,0.85,0.65
2023-07-03,83.56,86.42,87.02,83.56,162565,4313305226.43,4.15,3.68,3.07,1.40
2023-07-04,86.76,87.76,88.93,86.10,157120,4271284305.32,3.27,1.55,1.34,1.35
2023-07-05,87.77,86.26,88.09,85.83,93033,2493339683.16,2.58,-1.71,-1.50,0.80
2023-07-06,86.26,86.63,87.93,86.20,83712,2249759122.78,2.01,0.43,0.37,0.72
2023-07-07,86.26,85.40,86.48,85.30,62192,1650354364.44,1.36,-1.42,-1.23,0.53
2023-07-10,86.26,85.11,87.10,84.85,68878,1824432454.29,2.63,-0.34,-0.29,0.59
2023-07-11,85.60,87.04,87.49,85.20,102405,2744333128.69,2.69,2.27,1.93,0.88
2023-07-12,87.43,85.80,87.65,85.48,87032,2328017075.51,2.49,-1.42,-1.24,0.75
2023-07-13,86.43,86.54,87.10,85.60,82753,2213414441.05,1.75,0.86,0.74,0.71
2023-07-14,86.53,85.40,86.53,85.10,102722,2718639360.54,1.65,-1.32,-1.14,0.88
2023-07-17,86.26,85.43,86.26,84.71,78927,2086663750.62,1.81,0.04,0.03,0.68
2023-07-18,85.68,85.76,86.45,84.10,98456,2603934532.06,2.75,0.39,0.33,0.85
2023-07-19,85.76,85.54,85.90,84.84,50250,1328126186.90,1.24,-0.26,-0.22,0.43
2023-07-20,85.76,85.58,87.10,85.26,91271,2434017185.02,2.15,0.05,0.04,0.78
2023-07-21,85.26,85.37,85.53,84.45,75287,1979318622.20,1.26,-0.25,-0.21,0.65
2023-07-24,84.27,83.10,84.85,83.09,95950,2491708305.58,2.06,-2.66,-2.27,0.82
