日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-05-26,132.61,125.68,133.01,125.34,309551,12014228946.46,5.74,-5.98,-8.00,2.66
2025-05-27,123.97,122.81,125.68,121.64,230275,8594833865.33,3.21,-2.28,-2.87,1.98
2025-05-28,122.81,119.64,122.99,119.37,177754,6513230208.83,2.95,-2.58,-3.17,1.53
2025-05-29,118.54,119.05,120.68,117.04,192061,6942900394.87,3.04,-0.49,-0.59,1.65
2025-05-30,117.68,116.11,118.28,115.78,190560,6733498590.72,2.10,-2.47,-2.94,1.64
2025-06-03,115.76,117.34,118.01,115.01,181893,6453885813.19,2.58,1.06,1.23,1.56
2025-06-04,118.51,118.85,120.12,118.06,146904,5311224036.65,1.76,1.29,1.51,1.26
2025-06-05,119.47,118.93,119.59,117.35,108613,3908084317.51,1.88,0.07,0.08,0.93
2025-06-06,119.01,118.66,119.47,117.84,89698,3228098167.59,1.37,-0.23,-0.27,0.77
2025-06-09,117.38,114.72,117.48,113.71,255091,8932441522.56,3.18,-3.32,-3.94,2.19
2025-06-10,115.21,116.39,117.01,114.75,171786,6042960183.12,1.97,1.46,1.67,1.48
2025-06-11,116.68,119.34,120.67,116.68,203107,7326544793.73,3.43,2.53,2.95,1.75
2025-06-12,118.64,116.42,118.64,116.35,144047,5117764843.95,1.92,-2.45,-2.92,1.24
2025-06-13,115.18,114.01,115.31,112.51,210240,7256548253.58,2.41,-2.07,-2.41,1.81
2025-06-16,114.01,113.49,114.36,112.28,102284,3508947839.19,1.82,-0.46,-0.52,0.88
2025-06-17,113.34,113.26,114.14,112.81,70045,2408912943.95,1.17,-0.20,-0.23,0.60
2025-06-18,112.95,114.33,115.08,112.67,102897,3565398001.68,2.13,0.94,1.07,0.89
2025-06-19,113.35,112.18,113.77,112.13,100381,3437688886.94,1.43,-1.88,-2.15,0.86
2025-06-20,112.02,112.09,113.00,111.94,73538,2507526429.81,0.94,-0.08,-0.09,0.63
2025-06-23,110.96,111.41,111.91,109.88,94593,3185477391.05,1.81,-0.61,-0.68,0.81
2025-06-24,112.42,113.14,114.08,112.42,144713,4979495319.17,1.49,1.55,1.73,1.24
2025-06-25,114.01,115.10,115.25,113.02,125738,4352301719.65,1.97,1.73,1.96,1.08
2025-06-26,113.45,111.16,113.45,110.95,204932,6967640374.17,2.17,-3.42,-3.94,1.76
2025-06-27,110.01,110.09,110.92,109.82,138617,4633461708.45,0.99,-0.96,-1.07,1.19
2025-06-30,110.09,109.31,110.09,108.21,144003,4768270278.13,1.71,-0.71,-0.78,1.24
2025-07-01,108.78,109.12,109.79,108.27,88518,2931303336.66,1.39,-0.17,-0.19,0.76
2025-07-02,109.34,108.90,109.96,108.32,93270,3083342650.35,1.50,-0.20,-0.22,0.80
2025-07-03,109.00,110.20,110.43,108.90,123498,4123732531.23,1.40,1.19,1.30,1.06
2025-07-04,109.53,109.01,110.34,108.60,104104,3454495463.05,1.58,-1.08,-1.19,0.90
2025-07-07,108.41,108.21,108.84,108.16,88208,2901015557.38,0.62,-0.73,-0.80,0.76
2025-07-08,107.68,107.64,108.60,107.25,116918,3825413668.20,1.25,-0.53,-0.57,1.01
2025-07-09,107.64,107.28,108.08,107.27,121633,3969384130.10,0.75,-0.33,-0.36,1.05
2025-07-10,107.28,105.75,107.37,104.96,210022,6741345468.09,2.25,-1.43,-1.53,1.81
2025-07-11,105.31,106.65,107.63,105.02,168270,5456832017.95,2.47,0.85,0.90,1.45
2025-07-14,106.65,104.84,106.65,104.53,172309,5502331853.72,1.99,-1.70,-1.81,1.48
2025-07-15,104.74,106.36,107.01,104.68,162791,5252631321.92,2.22,1.45,1.52,1.40
2025-07-16,106.36,106.58,107.31,106.36,110758,3594544238.09,0.89,0.21,0.22,0.95
2025-07-17,107.01,108.02,108.25,106.71,156891,5138610960.73,1.44,1.35,1.44,1.35
2025-07-18,108.39,108.38,108.51,107.09,136866,4482466755.08,1.31,0.33,0.36,1.18
2025-07-21,108.01,110.05,110.05,107.76,153945,5102459145.61,2.11,1.54,1.67,1.32
2025-07-22,110.34,112.57,112.68,109.75,214164,7227731006.63,2.66,2.29,2.52,1.84
2025-07-23,112.71,111.37,113.01,111.01,158907,5395840274.18,1.78,-1.07,-1.20,1.37
2025-07-24,111.37,112.92,114.19,111.22,189063,6489370095.95,2.67,1.39,1.55,1.63
2025-07-25,112.34,111.32,112.48,110.34,157041,5307866610.59,1.90,-1.42,-1.60,1.35
2025-07-28,111.32,111.01,111.71,110.52,117057,3947000993.53,1.07,-0.28,-0.31,1.01
2025-07-29,112.01,111.42,112.50,109.77,387360,4322742015.41,2.46,0.37,0.41,1.11
2025-07-30,108.05,108.70,111.16,107.12,524834,5743878668.38,3.63,-2.44,-2.72,1.51
2025-07-31,108.20,105.24,108.20,105.00,599499,6344900790.83,2.94,-3.18,-3.46,1.72
2025-08-01,104.95,105.80,106.24,104.36,362337,3816659557.87,1.79,0.53,0.56,1.04
2025-08-04,104.00,104.88,105.14,102.57,412937,4293903589.58,2.43,-0.87,-0.92,1.18
2025-08-05,104.88,104.86,105.21,103.78,338350,3539636639.53,1.36,-0.02,-0.02,0.97
2025-08-06,104.86,104.35,105.00,103.90,305620,3184784992.59,1.05,-0.49,-0.51,0.88
2025-08-07,104.27,105.33,106.43,104.16,428763,4526612773.43,2.18,0.94,0.98,1.23
2025-08-08,105.00,103.93,105.03,103.91,326615,3405317252.01,1.06,-1.33,-1.40,0.94
2025-08-11,103.88,105.52,105.66,103.23,356698,3741329572.10,2.34,1.53,1.59,1.02
2025-08-12,105.40,105.67,106.43,104.70,312195,3302639096.41,1.64,0.14,0.15,0.90
2025-08-13,106.29,106.83,107.65,105.84,459830,4908744877.15,1.71,1.10,1.16,1.32
2025-08-14,107.37,106.37,107.50,105.79,419548,4478119017.41,1.60,-0.43,-0.46,1.20
2025-08-15,105.85,106.07,106.64,105.32,361353,3831047052.11,1.24,-0.28,-0.30,1.04
2025-08-18,105.66,108.37,109.49,105.66,619252,6680761816.28,3.61,2.17,2.30,1.78
2025-08-19,108.67,107.63,108.92,107.18,389735,4205349328.86,1.61,-0.68,-0.74,1.12
2025-08-20,107.18,108.25,108.26,106.01,385053,4130459251.50,2.09,0.58,0.62,1.10
2025-08-21,107.80,107.10,108.83,107.00,449464,4843670255.10,1.69,-1.06,-1.15,1.29
2025-08-22,107.11,110.66,110.97,107.11,763120,8351469725.95,3.60,3.32,3.56,2.19
2025-08-25,111.31,111.61,112.49,110.31,611628,6803182882.92,1.97,0.86,0.95,1.75
2025-08-26,111.75,113.75,114.69,110.71,692916,7850511029.36,3.57,1.92,2.14,1.99
2025-08-27,113.96,110.68,114.06,110.66,689747,7761766930.98,2.99,-2.70,-3.07,1.98
2025-08-28,109.39,109.32,110.19,107.11,762522,8278465955.83,2.78,-1.23,-1.36,2.19
2025-08-29,108.88,114.06,116.59,108.12,1144902,12973326090.99,7.75,4.34,4.74,3.28
2025-09-01,108.50,109.70,111.48,108.50,1329867,14546890246.63,2.61,-3.82,-4.36,3.81
2025-09-02,108.79,110.02,111.10,108.60,773224,8495472755.14,2.28,0.29,0.32,2.22
2025-09-03,110.50,107.21,110.73,107.01,735223,7975948715.56,3.38,-2.55,-2.81,2.11
2025-09-04,106.59,104.00,107.09,103.71,815741,8588835880.93,3.15,-2.99,-3.21,2.34
2025-09-05,103.86,107.26,107.50,103.11,787524,8307907947.57,4.22,3.13,3.26,2.26
2025-09-08,106.15,106.25,107.13,105.51,555923,5910440231.73,1.51,-0.94,-1.01,1.59
2025-09-09,106.00,105.49,107.20,105.27,381636,4049249506.54,1.82,-0.72,-0.76,1.09
2025-09-10,105.52,105.20,106.45,105.02,322369,3401353898.36,1.36,-0.27,-0.29,0.92
2025-09-11,105.25,106.59,106.60,104.89,537781,5683446688.51,1.63,1.32,1.39,1.54
2025-09-12,106.60,105.91,107.58,105.90,455910,4859782579.06,1.58,-0.64,-0.68,1.31
2025-09-15,106.00,108.70,110.85,106.00,974804,10620465040.63,4.58,2.63,2.79,2.80
2025-09-16,109.00,107.80,109.00,107.22,533160,5753437964.22,1.64,-0.83,-0.90,1.53
2025-09-17,108.20,110.99,112.00,108.20,981240,10827682692.16,3.53,2.96,3.19,2.81
2025-09-18,110.99,109.71,112.80,108.56,934014,10362193293.46,3.82,-1.15,-1.28,2.68
2025-09-19,109.80,109.09,110.80,109.00,472977,5188176204.40,1.64,-0.57,-0.62,1.36
2025-09-22,108.87,107.99,108.91,107.15,491559,5293961578.02,1.61,-1.01,-1.10,1.41
2025-09-23,107.45,105.60,107.69,104.64,650963,6888232045.71,2.82,-2.21,-2.39,1.87
2025-09-24,105.00,105.71,105.83,104.00,548162,5758922304.81,1.73,0.10,0.11,1.57
2025-09-25,105.34,107.50,108.80,104.87,693482,7421942404.64,3.72,1.69,1.79,1.99
2025-09-26,107.45,107.29,111.23,107.00,756612,8250492997.18,3.93,-0.20,-0.21,2.17
2025-09-29,107.00,108.61,109.14,106.39,613984,6621874267.35,2.56,1.23,1.32,1.76
2025-09-30,108.19,109.21,109.98,107.76,567756,6200518749.86,2.04,0.55,0.60,1.63
2025-10-09,108.67,110.60,112.48,108.07,1008722,11196004666.78,4.04,1.27,1.39,2.89
2025-10-10,110.55,107.79,110.55,107.58,590103,6420415513.32,2.69,-2.54,-2.81,1.69
2025-10-13,105.00,105.69,105.98,104.10,744430,7841774365.12,1.74,-1.95,-2.10,2.13
2025-10-14,106.68,105.99,109.36,105.62,767786,8244228528.63,3.54,0.28,0.30,2.20
2025-10-15,106.45,107.10,107.51,105.50,475791,5063179652.06,1.90,1.05,1.11,1.36
2025-10-16,107.00,106.96,109.30,106.51,523096,5628738804.39,2.61,-0.13,-0.14,1.50
2025-10-17,106.60,104.43,106.63,104.26,625725,6576614911.10,2.22,-2.37,-2.53,1.79
2025-10-20,105.22,104.52,105.63,104.08,355615,3721699722.10,1.48,0.09,0.09,1.02
2025-10-21,104.69,104.76,105.07,104.24,299074,3133789475.42,0.79,0.23,0.24,0.86
2025-10-22,104.10,103.78,104.32,103.37,357874,3715302135.68,0.91,-0.94,-0.98,1.03
2025-10-23,103.30,103.69,103.73,102.00,378603,3889661810.81,1.67,-0.09,-0.09,1.09
2025-10-24,103.98,103.76,104.37,103.61,305543,3173964302.23,0.73,0.07,0.07,0.88
2025-10-27,104.00,104.01,104.97,103.88,345988,3607756848.47,1.05,0.24,0.25,0.99
2025-10-28,104.02,103.72,104.32,103.50,265416,2755526046.73,0.79,-0.28,-0.29,0.76
2025-10-29,103.73,104.52,105.18,103.00,397340,4128608368.72,2.10,0.77,0.80,1.14
2025-10-30,104.00,103.61,104.86,103.50,358989,3733925602.84,1.30,-0.87,-0.91,1.03
2025-10-31,101.00,100.79,101.32,100.00,637053,6418551106.33,1.27,-2.72,-2.82,1.83
2025-11-03,100.79,99.60,100.99,98.50,551670,5472679664.54,2.47,-1.18,-1.19,1.58
2025-11-04,99.00,97.80,99.54,97.71,435017,4274197473.75,1.84,-1.81,-1.80,1.25
2025-11-05,96.66,95.80,96.66,94.73,587215,5617215879.19,1.97,-2.04,-2.00,1.68
2025-11-06,95.58,97.52,97.75,95.40,402004,3897723836.01,2.45,1.80,1.72,1.15
2025-11-07,97.00,97.20,98.15,96.83,322561,3145817990.54,1.35,-0.33,-0.32,0.92
2025-11-10,97.35,99.39,100.35,97.35,554877,5513238812.76,3.09,2.25,2.19,1.59
2025-11-11,99.50,98.71,99.78,98.14,319858,3161124109.67,1.65,-0.68,-0.68,0.92
2025-11-12,98.80,97.77,98.99,97.54,260643,2555847684.22,1.47,-0.95,-0.94,0.75
2025-11-13,97.01,99.83,100.50,97.01,579990,5759429263.98,3.57,2.11,2.06,1.66
2025-11-14,99.00,98.37,100.50,98.33,342985,3396134915.94,2.17,-1.46,-1.46,0.98
2025-11-17,97.80,98.08,98.59,97.25,207248,2029207778.62,1.36,-0.29,-0.29,0.59
2025-11-18,97.54,96.49,97.85,96.02,304756,2949162764.52,1.87,-1.62,-1.59,0.87
2025-11-19,96.40,95.17,96.66,95.01,348292,3327809283.94,1.71,-1.37,-1.32,1.00
2025-11-20,95.17,93.61,95.50,93.50,391811,3692348084.89,2.10,-1.64,-1.56,1.12
2025-11-21,92.49,92.70,94.39,91.70,451713,4182916492.54,2.87,-0.97,-0.91,1.30
2025-11-24,93.10,93.93,94.41,92.20,327302,3064736738.52,2.38,1.33,1.23,0.94
2025-11-25,94.00,93.91,95.38,93.70,277489,2620855758.23,1.79,-0.02,-0.02,0.80
2025-11-26,94.75,95.09,95.44,94.45,306577,2914626392.70,1.05,1.26,1.18,0.88
2025-11-27,94.60,94.29,95.16,94.22,202280,1915349541.08,0.99,-0.84,-0.80,0.58
2025-11-28,94.60,95.17,95.23,94.20,219351,2080615710.10,1.09,0.93,0.88,0.63
2025-12-01,95.39,95.77,96.30,95.14,233713,2237016414.30,1.22,0.63,0.60,0.67
2025-12-02,96.42,96.62,97.80,96.25,359217,3483571735.40,1.62,0.89,0.85,1.03
2025-12-03,96.64,95.05,96.65,94.89,231573,2207429345.90,1.82,-1.62,-1.57,0.66
2025-12-04,94.92,95.24,95.29,94.20,166142,1576759405.22,1.15,0.20,0.19,0.48
2025-12-05,95.29,95.98,96.22,94.71,211618,2021250208.50,1.59,0.78,0.74,0.61
2025-12-08,96.21,96.53,97.15,96.21,247805,2397261754.42,0.98,0.57,0.55,0.71
2025-12-09,96.21,96.03,96.66,95.70,163227,1568057388.33,0.99,-0.52,-0.50,0.47
2025-12-10,95.60,96.47,96.65,94.90,198402,1902988179.72,1.82,0.46,0.44,0.57
2025-12-11,96.98,96.23,97.12,95.85,250908,2422448208.27,1.32,-0.25,-0.24,0.72
2025-12-12,96.20,97.00,97.70,95.65,554621,5390456375.38,2.13,0.80,0.77,1.59
2025-12-15,96.55,95.53,97.16,95.53,293301,2824248327.37,1.68,-1.52,-1.47,0.84
2025-12-16,95.50,94.25,95.70,94.14,258768,2450336536.01,1.63,-1.34,-1.28,0.74
2025-12-17,94.50,95.21,95.70,93.68,272825,2584139144.72,2.14,1.02,0.96,0.78
2025-12-18,94.39,93.53,94.60,93.50,252797,2376126962.27,1.16,-1.76,-1.68,0.72
2025-12-19,94.00,94.23,95.27,93.73,272068,2573037717.75,1.65,0.75,0.70,0.78
2025-12-22,94.70,94.37,95.36,94.25,206235,1952361858.31,1.18,0.15,0.14,0.59
2025-12-23,94.50,94.81,95.50,94.50,236617,2247679864.35,1.06,0.47,0.44,0.68
2025-12-24,94.80,94.42,94.80,94.05,192810,1819358258.51,0.79,-0.41,-0.39,0.55
2025-12-25,94.43,94.84,95.23,94.12,182202,1725723850.60,1.18,0.44,0.42,0.52
2025-12-26,95.28,100.01,101.45,95.25,1020959,10178557961.83,6.54,5.45,5.17,2.93
2025-12-29,100.50,100.21,101.30,99.60,519167,5209488142.03,1.70,0.20,0.20,1.49
2025-12-30,99.26,99.75,100.15,98.74,318756,3174697985.99,1.41,-0.46,-0.46,0.91
2025-12-31,99.98,97.72,100.20,97.38,402859,3955310311.36,2.83,-2.04,-2.03,1.16
2026-01-05,98.40,98.11,99.48,97.90,382625,3762797878.26,1.62,0.40,0.39,1.10
2026-01-06,98.22,99.99,100.50,98.12,521785,5185026166.42,2.43,1.92,1.88,1.50
2026-01-07,99.96,97.60,99.96,97.06,560849,5502570730.88,2.90,-2.39,-2.39,1.61
2026-01-08,97.20,96.88,97.20,96.33,300655,2908439428.93,0.89,-0.74,-0.72,0.86
2026-01-09,97.05,97.01,97.95,96.90,350341,3412630184.79,1.08,0.13,0.13,1.00
2026-01-12,97.01,97.47,98.00,96.30,425257,4125432529.12,1.75,0.47,0.46,1.22
2026-01-13,99.00,97.19,99.60,96.88,498723,4905229941.76,2.79,-0.29,-0.28,1.43
2026-01-14,96.81,96.10,97.74,95.51,514750,4975154616.41,2.29,-1.12,-1.09,1.48
2026-01-15,96.08,95.67,96.64,95.60,295635,2835803089.86,1.08,-0.45,-0.43,0.85
2026-01-16,96.70,95.86,97.44,95.60,384588,3705328915.52,1.92,0.20,0.19,1.10
2026-01-19,96.81,96.19,97.30,95.77,334927,3227653861.74,1.60,0.34,0.33,0.96
2026-01-20,96.22,94.74,96.26,94.68,389149,3699337566.25,1.64,-1.51,-1.45,1.12
2026-01-21,94.01,94.10,94.94,94.00,308334,2910327666.12,0.99,-0.68,-0.64,0.88
2026-01-22,94.72,94.12,95.13,93.89,291014,2741536605.29,1.32,0.02,0.02,0.83
2026-01-23,94.24,93.65,94.36,93.51,383303,3598066420.86,0.90,-0.50,-0.47,1.10
2026-01-26,93.65,92.63,93.66,92.50,375460,3485372554.28,1.24,-1.09,-1.02,1.08
2026-01-27,92.67,91.81,92.99,91.80,362981,3340756010.26,1.28,-0.89,-0.82,1.04
2026-01-28,91.80,93.34,93.50,90.01,715566,6553150013.29,3.80,1.67,1.53,2.05
2026-01-29,92.66,92.31,92.92,91.61,371825,3423462524.93,1.40,-1.10,-1.03,1.07
2026-01-30,92.27,90.89,92.27,90.70,329176,3001871204.27,1.70,-1.54,-1.42,0.94
2026-02-02,88.00,87.05,89.09,86.97,646974,5676850726.51,2.33,-4.22,-3.84,1.86
2026-02-03,87.20,87.37,87.40,85.88,377827,3275997178.85,1.75,0.37,0.32,1.08
2026-02-04,86.99,89.14,89.33,86.45,376505,3322530225.39,3.30,2.03,1.77,1.08
2026-02-05,88.50,90.11,91.23,88.33,354240,3184480192.98,3.25,1.09,0.97,1.02
2026-02-06,89.39,89.82,90.66,89.00,247088,2217096985.32,1.84,-0.32,-0.29,0.71
2026-02-09,90.50,90.06,90.65,89.83,208180,1875980039.28,0.91,0.27,0.24,0.60
2026-02-10,90.00,90.81,91.57,89.84,267605,2434219974.85,1.92,0.83,0.75,0.77
2026-02-11,90.88,92.28,92.95,90.88,396950,3662117778.54,2.28,1.62,1.47,1.14
2026-02-12,92.29,91.16,92.35,91.08,230313,2106032227.12,1.38,-1.21,-1.12,0.66
2026-02-13,90.05,90.27,91.09,89.88,217339,1963579416.68,1.33,-0.98,-0.89,0.62
2026-02-24,91.98,90.87,91.99,90.61,206445,1879888761.45,1.53,0.66,0.60,0.59
2026-02-25,90.89,91.45,92.79,90.89,324780,2985714580.09,2.09,0.64,0.58,0.93
2026-02-26,91.40,89.85,91.40,89.61,291019,2619922211.49,1.96,-1.75,-1.60,0.83
2026-02-27,89.40,89.32,89.94,89.10,219341,1962319079.40,0.93,-0.59,-0.53,0.63
2026-03-02,88.00,96.79,97.25,87.72,1435137,13507227574.29,10.67,8.36,7.47,4.12
2026-03-03,96.39,95.21,96.99,93.99,865741,8272503575.74,3.10,-1.63,-1.58,2.48
2026-03-04,95.20,95.99,96.80,93.70,700969,6674964517.79,3.26,0.82,0.78,2.01
2026-03-05,96.80,94.47,96.82,93.89,552440,5235746090.45,3.05,-1.58,-1.52,1.58
2026-03-06,96.00,93.62,96.00,93.25,503540,4743654924.93,2.91,-0.90,-0.85,1.44
2026-03-09,93.62,97.52,98.00,93.00,1093409,10562485734.53,5.34,4.17,3.90,3.14
2026-03-10,97.18,96.60,97.49,96.08,507462,4907397250.96,1.45,-0.94,-0.92,1.46
2026-03-11,96.75,99.22,100.34,95.67,903744,8925093667.94,4.83,2.71,2.62,2.59
2026-03-12,99.23,99.10,100.69,98.70,502524,4995016177.19,2.01,-0.12,-0.12,1.44
2026-03-13,99.00,99.67,100.79,98.30,519765,5199004697.47,2.51,0.58,0.57,1.49
2026-03-16,99.67,104.62,105.00,98.79,1087814,11184164654.67,6.23,4.97,4.95,3.12
2026-03-17,104.63,102.87,106.66,102.71,841389,8793237612.73,3.78,-1.67,-1.75,2.41
2026-03-18,102.82,101.69,102.82,100.05,617996,6257459329.85,2.69,-1.15,-1.18,1.77
2026-03-19,100.99,102.31,103.88,100.47,531059,5450382395.36,3.35,0.61,0.62,1.52
2026-03-20,102.00,103.03,104.45,101.56,628783,6495105103.63,2.82,0.70,0.72,1.80
2026-03-23,103.87,107.63,111.82,103.18,1782446,19284919428.95,8.39,4.46,4.60,5.11
2026-03-24,108.40,106.64,108.40,104.93,921446,9784806490.81,3.22,-0.92,-0.99,2.64
2026-03-25,106.72,106.60,107.66,105.28,662665,7061311677.57,2.23,-0.04,-0.04,1.90
2026-03-26,106.62,103.14,107.68,102.70,828121,8655663075.43,4.67,-3.25,-3.46,2.38
2026-03-27,103.99,105.30,105.89,102.75,658455,6893710025.99,3.04,2.09,2.16,1.89
2026-03-30,103.51,106.05,108.00,103.25,727557,7713482118.31,4.51,0.71,0.75,2.09
2026-03-31,107.00,105.25,108.49,105.10,588659,6283345063.15,3.20,-0.75,-0.80,1.69
2026-04-01,105.90,102.65,106.50,102.37,715198,7383168511.54,3.92,-2.47,-2.60,2.05
2026-04-02,102.49,101.65,103.48,100.50,604349,6153958207.60,2.90,-0.97,-1.00,1.73
2026-04-03,101.80,99.01,102.30,99.00,491745,4921224065.51,3.25,-2.60,-2.64,1.41
2026-04-07,99.50,97.98,99.77,97.45,379697,3731963029.90,2.34,-1.04,-1.03,1.09
2026-04-08,98.50,101.22,101.28,98.11,562818,5621410290.06,3.24,3.31,3.24,1.61
2026-04-09,100.21,99.03,100.21,98.81,379063,3764528220.20,1.38,-2.16,-2.19,1.09
2026-04-10,99.39,101.67,102.20,99.03,605731,6130392651.86,3.20,2.67,2.64,1.74
2026-04-13,101.57,104.25,104.99,100.81,663136,6887089022.36,4.11,2.54,2.58,1.90
2026-04-14,103.00,103.82,104.19,102.50,543343,5614541232.06,1.62,-0.41,-0.43,1.56
2026-04-15,103.82,103.03,104.77,102.50,428719,4431952619.71,2.19,-0.76,-0.79,1.23
2026-04-16,103.28,105.54,105.97,103.28,643661,6763624066.88,2.61,2.44,2.51,1.85
2026-04-17,104.99,103.78,105.46,103.12,442048,4595671718.33,2.22,-1.67,-1.76,1.27
2026-04-20,103.78,102.91,103.95,102.62,383677,3957213043.27,1.28,-0.84,-0.87,1.10
2026-04-21,102.91,101.53,103.19,101.33,432258,4398233494.97,1.81,-1.34,-1.38,1.24
2026-04-22,101.11,101.62,102.38,100.60,343733,3485648244.02,1.75,0.09,0.09,0.99
2026-04-23,101.57,99.98,101.59,99.01,492164,4915554212.21,2.54,-1.61,-1.64,1.41
2026-04-24,99.91,99.46,99.91,98.70,337739,3348015918.73,1.21,-0.52,-0.52,0.97
2026-04-27,100.00,102.34,104.00,99.88,601670,6169037081.86,4.14,2.90,2.88,1.73
2026-04-28,101.85,101.48,103.30,101.34,361550,3687912785.41,1.92,-0.84,-0.86,1.04
2026-04-29,101.47,105.40,105.64,101.00,1056558,11021927729.24,4.57,3.86,3.92,3.03
2026-04-30,104.54,102.98,105.45,102.37,600979,6206126903.48,2.92,-2.30,-2.42,1.72
2026-05-06,101.70,100.75,101.89,100.20,670487,6746578445.37,1.64,-2.17,-2.23,1.92
2026-05-07,101.05,100.46,101.26,100.01,468846,4708289850.76,1.24,-0.29,-0.29,1.34
2026-05-08,100.47,100.02,101.00,99.80,382158,3823821997.57,1.19,-0.44,-0.44,1.10
2026-05-11,100.02,100.44,100.73,99.00,482810,4812920714.72,1.73,0.42,0.42,1.38
2026-05-12,99.97,99.23,100.10,99.10,353441,3514548835.63,1.00,-1.20,-1.21,1.01
2026-05-13,99.23,98.60,99.25,97.81,456194,4481395883.54,1.45,-0.63,-0.63,1.31
2026-05-14,99.00,98.73,100.00,98.45,339180,3361151176.22,1.57,0.13,0.13,0.97
2026-05-15,98.00,96.30,98.03,96.26,466217,4507893857.51,1.79,-2.46,-2.43,1.34
2026-05-18,95.34,94.51,95.94,94.30,354613,3359745462.56,1.70,-1.86,-1.79,1.02
2026-05-19,94.51,96.00,96.08,93.80,296184,2822346576.25,2.41,1.58,1.49,0.85
2026-05-20,95.30,93.36,95.49,93.30,415010,3900216298.87,2.28,-2.75,-2.64,1.19
2026-05-21,93.41,93.51,96.20,93.41,373950,3540792198.97,2.99,0.16,0.15,1.07
2026-05-22,93.55,93.75,94.19,92.61,268592,2510615943.90,1.69,0.26,0.24,0.77
2026-05-25,95.00,95.96,97.21,95.00,405995,3900848661.64,2.36,2.36,2.21,1.16
2026-05-26,95.80,96.55,96.92,94.51,386524,3720039550.60,2.51,0.61,0.59,1.11
2026-05-27,96.00,95.22,97.27,94.66,362374,3467882770.14,2.70,-1.38,-1.33,1.04
2026-05-28,95.22,95.88,95.99,94.03,314590,2991315169.93,2.06,0.69,0.66,0.90
2026-05-29,98.90,96.18,99.50,96.13,606294,5901286621.17,3.51,0.31,0.30,1.74
2026-06-01,96.18,93.65,96.22,93.60,445981,4207350429.92,2.72,-2.63,-2.53,1.28
2026-06-02,96.00,96.76,96.88,94.31,554964,5321331038.06,2.74,3.32,3.11,1.59
2026-06-03,96.00,94.82,96.00,94.50,370434,3514157745.47,1.55,-2.00,-1.94,1.06
2026-06-04,93.60,93.44,94.39,93.10,318712,2982999607.13,1.36,-1.46,-1.38,0.91
2026-06-05,93.52,93.01,94.00,92.30,339969,3159266076.03,1.82,-0.46,-0.43,0.98
2026-06-08,91.00,91.19,92.02,90.30,316844,2885879183.01,1.85,-1.96,-1.82,0.91
2026-06-09,91.22,91.89,91.92,90.03,281927,2562232961.09,2.07,0.77,0.70,0.81
2026-06-10,91.00,90.31,91.00,90.10,241287,2182297137.41,0.98,-1.72,-1.58,0.69
2026-06-11,90.10,89.80,90.80,88.88,315087,2821436895.48,2.13,-0.56,-0.51,0.90
2026-06-12,89.90,91.60,91.78,89.25,385352,3497028504.68,2.82,2.00,1.80,1.11
2026-06-15,91.61,90.82,91.90,90.40,312979,2847656616.85,1.64,-0.85,-0.78,0.90
2026-06-16,90.35,89.64,90.50,89.50,336019,3017362612.74,1.10,-1.30,-1.18,0.96
2026-06-17,89.00,87.47,89.30,87.00,495267,4335318667.70,2.57,-2.42,-2.17,1.42
2026-06-18,87.00,88.13,89.33,86.08,435790,3820166909.92,3.72,0.75,0.66,1.25
2026-06-22,87.00,87.59,87.90,84.60,637242,5467321886.39,3.74,-0.61,-0.54,1.83
2026-06-23,86.91,85.00,88.32,84.75,466217,4016365834.08,4.08,-2.96,-2.59,1.34
2026-06-24,84.50,83.30,84.70,82.78,455735,3803649805.54,2.26,-2.00,-1.70,1.31
2026-06-25,82.80,82.20,83.81,81.34,556432,4579273325.40,2.97,-1.32,-1.10,1.60
2026-06-26,81.51,78.20,81.80,78.20,663208,5267490277.75,4.38,-4.87,-4.00,1.90
2026-06-29,78.20,79.64,80.95,77.60,523707,4160734872.56,4.28,1.84,1.44,1.50
2026-06-30,79.58,79.70,80.55,78.58,382043,3031865049.19,2.47,0.08,0.06,1.10
2026-07-01,79.90,80.66,81.65,78.55,503177,4035250996.65,3.89,1.20,0.96,1.44
2026-07-02,81.90,83.57,85.67,81.90,825046,6956783955.30,4.67,3.61,2.91,2.37
2026-07-03,83.73,88.47,88.88,83.60,838982,7298140284.07,6.32,5.86,4.90,2.41
2026-07-06,88.52,87.54,88.95,86.61,485828,4263991761.89,2.64,-1.05,-0.93,1.39
2026-07-07,87.66,86.26,88.81,85.87,389470,3378987289.20,3.36,-1.46,-1.28,1.12
2026-07-08,86.01,87.80,88.34,85.28,403809,3527472657.03,3.55,1.79,1.54,1.16
2026-07-09,86.50,86.87,87.77,85.80,377393,3270884062.04,2.24,-1.06,-0.93,1.08
2026-07-10,86.84,90.00,90.83,84.88,709332,6283278804.27,6.85,3.60,3.13,2.03
2026-07-13,89.00,86.98,89.00,86.78,424585,3714908441.87,2.47,-3.36,-3.02,1.22
2026-07-14,86.89,90.18,90.68,86.50,547075,4883296438.16,4.81,3.68,3.20,1.57
2026-07-15,89.65,91.76,93.48,89.45,514154,4733650608.75,4.47,1.75,1.58,1.47
